	Text	Emotion
2554	im gonna end up pressuring myself and feeling really disappointed when i get to doing the actual thing and its on tuesday and i really should study but i cant jhbdjhdfbjdfhbfd or maybe when i get off this comp ill go start typing stuff up	3
2555	i feel soo dull these days	3
2556	i don t want to go home to toronto and feel like a nobody tortured artist loser for two weeks and smoke pot alone in my bedroom and watch degrassi junior high and then weep	1
2557	i actually begin to feel sorry for him that he has settled for someone like me for life	3
2558	i was feeling so angry so upset that i just want to run away	0
2559	i feel uncomfortable when i need to sit through a bad presentations	1
2560	i feel like i m running out of breath and i just can t be cool enough to do anything else	2
2561	i always feel this tangle in my stomach i never just feel content and wanted	2
2562	i feel super reassured or that until i move on from this	2
2563	im happy to report that im not feeling too petty these days mostly because there have been countless examples lately showing me how irrational a woman reaching adulthood and some who should all ready be there can actually concieve	0
2564	i expect fast food sales to rise a smidgen a negligible blip and for someone to be benched and half of the people to feel jubilant and about the same number to either feel let down or house their disappointments in hopes for the next season	2
2565	i watched him run by i couldnt help but feel envious	0
2566	i guess ive heard enough over the two months because each time i hear such comments i honestly feel offended	0
2567	i pictured a twin set of copper pipes running through me somewhere and while i was cool when i contemplated the one that flowed outward it made me feel weird to think about the other one	1
2568	i feel freaked like im not safe anywhere i run	2
2569	i didnt feel threatened or concerned really but i wasnt entirely happy about the situation either perhaps instinctively because im usually quite prepared even pleased to speak to a passer by	1
2570	im tired of feeling lethargic and im hungry and im going to eat this bread and the sausage and the entire chocolate bar the minute i get home	3
2571	i was feeling like death was knocking on my door in the living room and i would have gladly welcomed an epidural at this point	2
2572	i feel stupid using this name	3
2573	i feel so privileged to be part of this and in my own way keep some of the traditional skills alive of course with a little ballistic owl magic	2
2574	ive not been back to the doctor in a year and it feels so fabulous	2
2575	i feel offended by those books in which they take you for an idiot thats a tv reality attitude	0
2576	i can just feel all of our stress and discontent levels rising	3
2577	i set off to drive back to derbyshire on friday afternoon i felt so emotional and suddenly didnt want to leave its a funny feeling being homesick for a place before youre even out of the county borders but it does make going back all the more special	3
2578	i feel dirty if i dont	3
2579	i don t just mean that the sensations we experience influence our moods i m not simply pointing out that say discomfort in our bodies makes us feel irritable	0
2580	i feel very passionate about my future career choices within the video gaming industry	2
2581	i remember feeling a bit confused and really questioned her saying that to me	1
2582	i feel like im doing something slightly productive even if i have zero follicles in there	2
2583	i was feeling like a beluga whale and quite grouchy	0
2584	when it became clear that a man had used many people sexually and psychologically	0
2585	im feeling wimpy and whiny and generally tired	1
2586	im feeling resolved	2
2587	i love my family and i have such a wonderful life so writing all of this down and complaining makes me feel ungrateful	3
