	Test text	Test emotions	Predicted emotions
1840	i a bad person for feeling burdened by our relationship	sadness	sadness
1841	i know at this point is im starting to feel doubtful of the decisions i made	fear	fear
1842	i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place	anger	anger
1843	i went to the doctor a few days into feeling weird	fear	fear
1844	i think i might be lacking in judgment about what matters and what doesnt but why do i feel like this is just going to go away in the most unfortunate regretful way possible	sadness	sadness
1845	Some of us contemplate this prospect with horr	fear	fear
1846	i feel like every day is special unique	happy	happy
1847	i grab it from the air its smooth frame feels cold to the touch	anger	anger
1848	i guess just like a porn star looking at a inch rubber dong i m feeling a bit hesitant about the whole thing	fear	fear
1849	i also wanted to let you know that despite doing this blog post im still feeling a bit weird about blogging	fear	fear
1850	i know that you feel pretty disgusted by the nonstop lefty propaganda the ministry churns out but of the public isn t that tuned in	anger	anger
1851	i only get to see master on the weekends i feel that i am only a submissive with him during the weekends	sadness	sadness
1852	i feel so lucky to be guest posting for kristi over at a href http www	happy	happy
1853	i often use disney to cheer me up when im feeling low and these past couple days have been no exception	sadness	sadness
1854	i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative	happy	happy
1855	im feeling all jolly and warm inside but i just feel empty	happy	happy
1856	i feel jolly	happy	happy
1857	i could follow every twitch of thought and swell of feeling quiver through his tortured expression	anger	fear
1858	i headed there fully expecting them to have been sold out ages ago and that i would find myself staggering back upstairs without them feeling all bitter twisted and disappointed but at least with some of the allocated pennies still lurking in my own bank account	anger	anger
1859	i designed the retirement detox course for all those people who are maybe feeling a little disillusioned with retirement and are wondering is this all there is then	sadness	sadness
1860	i am so festive this feels so delicious wheeeeee what a great night	happy	happy
1861	i feel like i am gaining strength quickly and could probably start to ease back into running now but i am pretty much scared silly	fear	fear
1862	i feel like i totally fucked up	anger	anger
1863	i have not always believed that i deserved to feel this divine guidance	happy	happy
1864	i started having that creepy feeling again like she still hated me	anger	anger
1865	i didn t feel like i was being punished and didn t feel any pain at any time	sadness	sadness
1866	i think i started to feel a little homesick	sadness	sadness
1867	i am at the point of feeling resentful toward him and i don t want to be	anger	anger
1868	i always think say now feel a little hesitant i always think say now feel a little hesitant posted on may th by admin	fear	fear
1869	i had been feeling rather unhappy lately because id been feeling left out of groups friends	sadness	sadness
1870	i also feel overwhelmed by to do lists	fear	fear
1871	i couldnt help feeling a little envious of what treats the body power people might have in store for them demonstrations of super strength perfect specimens glistening with accentuating oil exercise gear to be seen in	anger	anger
1872	i always feel very afraid as i work on books egan tells kurt	fear	fear
1873	out on a weekend with a group of people	anger	anger
1874	i am only confirming that i feel what acker felt or recognise at least that rich world she describes	happy	happy
1875	i want to talk to you about but with the limited time we have on the phone and with our current arrangment i feel hesitant to bring it up	fear	fear
1876	ive collected as i feel its vital to create something precious from those items as a tribute to the earth and its power generosity	happy	happy
1877	i am so blessed and feel blessed to be able to share my creations with you	happy	happy
1878	i feel like a paranoid stalker or something	fear	fear
1879	i am too fragile to feel too vulnerable of pain and too easy for tears	fear	fear
1880	i just really need the money right now and i feel like some greedy nasty aunt for not wanting to hand everything over	anger	anger
1881	i feel completely honored to be an influence to this young talented fully alive beautiful girl woman	happy	happy
1882	i am feeling hesitant right now going in this alone but am trying to remain optimistic	fear	fear
1883	i hate feeling dumb i hate people who make me feel dumb or like i am being a baby	sadness	sadness
